80.4561 81.2906 80.9369 82.3551 80.1264 80.6069 80.1598 82.8184 82.6431 82.5431 80.6824 80.2021 80.9758 82.577 82.9122 80.764 80.449 80.8802 83.815 83.97 84.327 83.0966 83.0452 83.393 82.3718 83.1855 83.2164 85.0565 82.3329 79.5687 77.3475 77.3947 77.9572 76.6506 75 72.688 75.1134 75.5255 77.7683 78.4227 79.603 83.4574 84.1752 84.767 83.3694 82.7244 84.5111 84.7525 85.5191 84.8514 85.0743 84.2473 82.9823 82.7337 82.7254 82.7316 84.2609 84.4376 82.3709 80.6038 80.0798 79.7501 80.7166 82.3549 84.5045 86.3472 83.9719 84.5284 83.2902 85.3841 83.955 82.0986 82.9284 86.2358 87.5774 85.2521 84.145 85.2315 86.2776 85.6914 84.2514 80.568 77.9136 77.571 77.3762
80.5977 82.3832 81.9861 82.6815 80.6339 80.9304 81.2289 83.9863 83.3626 83.7249 82.5194 81.409 80.4597 80.3405 81.1853 79.2139 82.0499 82.9281 84.6445 83.9706 82.9985 82.4332 79.672 79.9326 81.5212 83.2261 83.4418 84.2492 82.0979 80.5754 76.5116 76.6144 78.4893 76.4979 77.5444 75.8407 79.0759 77.1095 78.3494 77.451 78.9868 82.0231 82.4894 83.8978 83.1721 83.7431 82.9961 82.8362 83.7896 85.2878 86.4741 85.2303 83.7765 81.7586 82.7394 82.2083 84.2583 83.3573 82.1729 82.8591 83.2738 82.9375 80.1782 79.7238 82.339 84.7827 83.4493 82.9618 82.2592 84.9521 84.6784 83.6292 84.3162 86.0352 86.5439 82.2198 81.5547 83.7023 85.42 84.3174 83.6609 81.0343 81.087 80.9415 79.0982
82.5006 83.9277 83.992 84.4734 83.3971 83.3084 83.4292 84.7962 84.978 85.7102 85.4114 83.1399 82.0272 81.0365 81.8634 80.5404 82.064 82.5684 82.9571 83.6087 83.0642 81.8038 77.7218 77.9082 79.2936 81.9397 83.0339 85.0262 81.1269 76.9198 75.4486 78.6741 79.9323 77.9024 78.1668 75.4321 78.121 76.7647 80.1381 80.3339 80.8381 80.6258 79.8592 82.2709 83.9915 85.001 84.3007 82.8081 83.8189 85.739 86.8573 84.851 83.8687 81.6331 81.5747 80.4742 82.2375 82.0534 80.9763 84.0131 84.5066 83.9943 78.2394 78.2885 79.6401 82.8047 82.3201 81.5405 80.862 81.407 82.6827 80.6275 80.9614 81.5556 83.9788 82.4888 82.3319 84.5092 85.6655 84.8203 83.4312 81.757 80.9109 81.6638 80.2922
83.1323 84.7209 84.2962 85.1163 84.5053 83.8802 83.6656 84.8206 83.906 83.6154 82.943 82.5465 81.9969 78.6811 80.2667 78.7405 81.2822 80.2701 81.7144 81.4544 82.2227 81.5833 78.483 75.6946 77.2989 82.196 83.224 84.1112 79.7469 73.2344 70.7844 74.3078 77.9195 77.7321 77.3513 75.4941 76.598 77.8157 81.6962 81.8563 83.2181 79.483 77.1237 80.624 83.6656 87.0167 85.35 83.8549 84.0234 86.2839 87.1223 86.4894 85.911 82.5809 79.5368 76.8229 77.4408 78.2939 78.712 84.457 84.4338 84.9135 78.263 77.2457 75.8518 78.8094 79.2137 77.8227 78.6764 78.1607 81.2901 80.8506 81.0835 79.7343 78.0423 79.3644 81.601 84.1035 84.3793 83.3122 81.4935 80.7372 80.8913 82.288 80.6201
85.2196 86.0321 84.3778 83.7512 83.4388 83.2625 82.8681 82.7543 83.1067 83.6654 83.0603 81.538 80.3636 78.0846 80.5075 79.2722 78.769 78.5602 80.0133 81.0316 81.145 78.9186 78.2899 77.6689 79.3719 82.1999 82.9117 83.3953 81.2963 75.9883 75.4599 75.1956 78.632 78.9369 78.0519 77.8372 74.8488 78.7941 79.7719 82.1804 81.644 79.837 77.5346 81.4534 83.9602 86.7572 87.2094 87.6307 87.3016 86.2269 83.9921 82.6665 81.4845 81.3387 79.8932 78.4538 77.0366 77.8763 79.3888 82.984 82.4683 81.9666 74.9831 74.0405 75.3355 77.7107 78.6267 77.3944 80.2501 78.5355 80.7586 77.8654 77.9448 77.0784 77.5349 80.3572 83.547 85.5196 84.0903 81.8809 79.7015 78.7171 77.5906 78.929 78.7283
84.3129 85.1766 83.1114 83.4563 82.944 84.4554 84.7987 82.998 82.2005 81.7113 83.1982 83.5832 82.4957 80.6513 78.5421 76.6195 76.2326 76.2285 78.9649 78.3484 79.3963 78.3203 80.1627 79.383 82.7188 82.9825 82.4384 81.9217 82.3659 78.4074 76.6732 70.4544 74.1726 75.5267 76.0501 76.2968 74.9281 78.5252 79.2265 81.3613 81.9946 82.3044 80.2268 81.3752 83.473 86.0129 86.9733 87.2029 86.216 84.8975 82.6968 82.688 81.6316 81.7213 80.7418 79.6545 78.3812 80.478 81.3971 81.6263 80.2094 79.9433 78.3376 75.524 76.1317 76.0278 76.7709 77.8725 81.1989 78.4369 80.1737 78.8627 80.9112 80.4728 79.1442 78.6202 81.3173 83.2978 82.6881 78.5443 76.5255 77.1679 77.8151 78.7593 79.5718
84.044 84.6731 83.2126 83.5174 83.7974 84.9244 84.1211 80.6944 80.9187 82.3788 83.066 84.7521 83.5998 83.0541 79.1634 77.3256 76.6173 79.2266 80.2305 80.1455 78.353 78.8464 81.6739 83.0458 84.4832 83.1508 83.2972 80.394 82.0371 77.8005 79.3654 75.3964 78.5602 80.4946 80.8877 80.7541 77.7099 79.7882 80.2185 83.8083 79.1194 78.5309 80.2823 82.7793 84.3375 83.6322 85.3551 86.5279 86.771 85.3739 82.3755 82.1287 81.703 83.1369 82.7342 81.7405 80.8003 83.0442 82.4151 82.6549 80.2012 79.5657 79.0177 75.9053 77.8563 79.8726 83.4073 82.6858 85.0929 83.3456 83.5488 80.4877 82.3253 81.5682 80.0441 77.3227 79.4681 81.3194 80.9033 77.1049 75.2227 75.1728 76.8381 76.4764 79.0921
81.0579 81.198 84.0935 85.0555 85.1941 84.5089 84.1707 83.0025 83.2639 82.7488 81.993 84.2673 84.7595 84.5365 82.1233 78.187 78.3524 78.0671 78.8201 78.4119 79.9342 83.2679 83.6235 82.37 81.8642 81.8087 82.0753 79.0094 80.6281 79.2779 82.3607 81.5476 81.5227 82.3176 81.9519 81.3317 79.1822 81.5224 84.4133 84.4745 79.5749 77.359 80.1985 83.145 84.0479 83.6103 84.4925 84.0823 83.7553 83.6875 83.8145 84.5687 84.1368 83.9496 83.6169 82.1384 81.8926 83.71 83.4015 85.2333 82.5376 82.1275 80.5382 78.9029 78.3331 77.9755 81.0018 83.5515 84.4847 84.2067 84.8358 81.7482 82.157 80.8729 81.111 78.4706 77.5215 76.4389 75.6134 73.8738 74.2781 76.6758 77.6872 75.168 77.2569
80.0853 80.6862 83.2737 84.7049 85.0011 83.6822 82.1245 82.0203 82.4993 81.2566 79.8241 82.0735 83.7625 84.8014 85.2844 82.2908 80.5948 78.9797 80.234 80.4522 82.046 85.1504 85.5213 82.9656 81.4886 79.1048 81.1567 79.5804 81.9939 82.7452 84.164 83.8034 83.5076 82.5419 82.7944 81.3951 81.0551 81.8 81.1245 78.9795 75.4658 75.5454 78.6616 81.7451 80.6845 79.8432 81.5915 82.2441 84.3417 84.5031 84.8473 85.0387 84.9904 84.8518 85.2396 83.7412 82.5708 81.903 82.3043 84.3525 82.8648 82.7488 80.1535 79.3338 78.78 82.3083 83.5803 84.8789 83.329 83.3399 83.6427 80.0097 79.8352 78.9737 81.0961 79.2949 75.5701 73.4766 72.0927 74.7164 73.5537 74.7702 75.0307 74.5668 76.3326
80.4374 81.2864 82.2083 82.4823 81.5809 81.6904 81.3009 82.5861 81.475 81.6556 80.8234 81.438 81.7745 81.0327 82.4545 81.5013 82.3434 82.3226 83.2087 81.3665 83.6066 85.0476 85.54 81.5055 79.4388 77.6633 79.5812 79.724 83.8039 86.1688 86.1177 83.3778 80.148 77.8394 78.1496 78.1209 79.4779 79.2124 81.13 80.8339 79.174 77.2661 80.0213 82.806 83.4638 82.791 83.3854 83.4724 84.5907 84.5223 83.2894 82.2972 81.969 83.249 83.8276 82.0235 81.3361 81.8887 84.7658 84.4 81.9791 80.4652 80.6629 80.1467 78.1009 78.8964 80.4763 81.8572 76.6183 76.8386 78.7682 79.9532 78.3793 77.5229 80.5301 81.0707 78.5254 76.9788 72.2548 72.3425 70.5261 76.4777 76.8731 78.5547 79.0203
