366.527 358.647 402.108 429.473 402.235 389.874 356.5 405.76 413.362 410.738 413.206 390.149 413.604 380.205 391.295 351.458 379.615 350.514 358.487 325.03 341.896 317.33 329.016 347.231 332.883 365.275 369.297 413.34 372.968 347.032 370.967 397.453 444.346 405.749 396.48 337.819 354.612 356.831 375.379 415.936 404.77 453.692 405.773 395.908 331.773 324.975 327.466 311.848 326.567 315.105 327.85 326.116 350.165 365.545 343.975 351.697 394.551 410.55 352.324 327.395 341.998 339.355 318.979 308.781 363.512 429.213 412.568 393.118 363.542 368.701 364.75 347.22 342.761 398.02 396.587 365.137 316.148 321.015 360.466 363.056 384.834 404.063 394.436 380.214 383.385
352.686 373.309 395.747 405.454 371.48 358.248 341.954 397.97 411.796 423.601 432.287 391.187 404.809 323.142 388.985 329.268 377.172 355.858 361.02 342.417 326.389 299.152 295.796 330.735 376.055 410.727 405.19 445.199 421.769 422.294 391.449 390.426 409.429 374.008 386.571 342.372 376.113 396.295 378.268 418.662 396.915 444.244 393.648 394.75 336.284 314.005 299.198 296.069 325.69 325.195 328.574 318.597 345.44 381.984 389.553 397.002 429.791 418.098 388.682 380.617 416.727 398.29 383.834 336.281 383.487 422.664 425.425 389.241 373.95 360.323 376.887 343.615 345.899 383.485 412.428 380.26 316.3 295.344 328.21 343.742 389.808 419.289 434.367 434.418 423.521
306.734 340.921 390.186 436.586 410.613 391.785 365.479 390.383 382.359 411.905 424.614 396.86 378.737 348.825 409.999 392.05 392.682 356.188 345.628 348.419 351.174 364.387 358.123 361.33 368.143 414.732 430.293 497.051 445.05 426.956 415.914 424.516 434.09 396.694 417.89 340.022 335.97 327.529 360.114 401.256 428.054 400.075 373.03 339.444 334.037 311.755 313.766 329.324 336.999 342.351 322.208 319.61 353.383 372.387 402.671 412.137 442.591 419.868 383.734 396.224 441.415 428.896 423.742 377.298 425.806 457.412 454.871 415.004 370.706 349.5 353.543 314.371 308.818 335.436 407.212 385.308 347.24 305.447 354.966 364.797 424.288 433.403 436.462 430.952 440.397
307.618 354.675 375.859 444.279 414.877 380.474 348.374 377.757 381.497 363.689 358.362 346.049 358.017 326.881 396.698 390.152 384.189 347.635 344.74 358.756 359.492 362.146 349.744 337.444 410.075 458.287 482.803 509.527 489.86 416.699 341.381 364.633 382.491 396.568 396.516 377.631 340.157 325.278 359.955 384.075 490.542 402.27 379.184 344.119 352.516 335.796 303.176 329.42 331.052 355.181 341.34 358.077 375.245 369.691 367.036 376.199 407.293 439.099 416.006 422.309 409.888 445.677 464.725 433.836 377.962 388.241 392.534 392.721 362.853 334.448 331.97 305.658 324.201 316.825 353.411 347.757 364.596 321.421 349.837 359.71 420.133 442.298 434.105 448.718 438.969
324.238 350.823 369.66 399.162 383.619 342.636 337.037 341.35 367.117 352.837 351.832 334.944 340.81 326.822 392.393 378.6 364.277 341.563 343.274 390.323 380.114 359.667 334.623 315.43 413.384 437.458 519.395 520.211 514.777 469.821 435.821 417.856 412.306 461.075 488.021 497.793 353.968 349.915 385.362 419.75 506.2 407.29 386.082 343.668 341.945 335.466 324.417 353.53 341.959 356.283 333.968 350.082 338.184 338.648 337.566 323.455 317.537 390.373 394.51 432.136 381.776 433.834 353.158 358.032 318.234 385.207 396.2 413.857 392.172 359.226 355.844 337.081 338.982 326.496 332.665 354.928 400.874 411.15 419.189 417.118 461.769 449.959 427.822 427.776 441.873
360.085 377.664 386.654 393.083 354.278 329.744 321.667 318.593 347.31 326.87 358.328 330.784 355.242 343.919 377.364 389.145 362.115 384.93 384.477 414.249 385.231 320.116 319.062 322.882 462.388 464.311 506.266 492.142 501.565 474.103 401.607 348.768 332.841 422.171 434.366 441.67 392.185 391.571 444.029 454.898 510.023 463.531 421.942 391.632 354.964 336.016 318.805 346.976 345.631 383.074 365.375 377.044 338.96 341.002 338.319 292.484 317.107 387.051 408.39 406.71 345.587 381.648 339.804 352.776 334.546 383.375 386.751 470.087 467.117 432.373 405.145 393.264 423.249 392.192 353.885 358.066 377.449 420.749 410.211 427.369 424.093 454.429 444.456 489.579 483.803
374.232 383.412 370.185 380.994 363.058 376.752 342.983 322.278 339.737 391.408 397.615 384.676 392.946 383.351 390.426 374.858 354.4 399.608 392.062 427.496 383.366 334.468 335.666 339.428 424.108 438.58 506.728 485.96 485.097 433.446 423.66 387.666 374.596 433.85 458.63 454.034 386.411 415.713 485.822 542.481 489.749 424.849 411.347 391.438 373.708 343.162 365.998 384.537 392.057 386.261 358.74 343.358 348.79 349.73 360.843 307.068 326.315 360.063 386.974 410.933 388.459 386.314 339.098 358.838 415.523 502.243 574.053 573.092 525.563 491.115 490.902 497.1 451.273 373.299 338.042 355.888 393.945 451.554 462.371 469.253 500.602 520.024 551.136 511.297 504.541
374.698 396.473 423.933 444.879 409.687 424.959 348.184 357.347 338.314 372.786 376.157 403.313 417.425 403.507 388.46 377.806 360.507 386.599 372.636 375.254 362.018 343.421 326.802 327.156 374.144 442.236 435.439 418.274 386.436 389.315 405.987 402.958 403.065 427.324 430.402 395.359 385.665 427.4 500.036 510.712 447.107 437.331 441.022 464.782 437.617 391.683 416.3 422.174 446.822 394.607 389.175 370.014 378.828 363.214 380.176 365.224 372.671 363.374 360.852 373.852 376.81 376.807 386.995 407.956 455.955 496.422 553.702 568.139 508.408 480.073 471.085 453.499 448.926 364.829 377.85 347.1 386.795 408.305 442.473 418.371 451.446 461.884 528.614 492.548 518.37
344.779 402.022 407.588 467.546 448.971 469.477 384.912 414.278 405.69 402.828 365.15 417.671 426.194 404.112 367.316 343.963 332.942 316.34 344.486 374.18 381.951 365.581 330.469 312.841 330.418 396.245 453.431 435.577 389.01 400.084 433.833 438.494 444.814 427.452 446.243 414.121 441.951 470.559 429.52 406.941 367.13 391.362 421.028 462.187 454.103 409.815 441.45 406.814 444.387 374.886 378.541 361.819 377.167 380.022 399.567 411.757 389.715 349.596 348.458 374.459 400.373 403.25 386.655 390.78 413.535 486.085 562.986 545.096 488.692 440.959 436.928 400.574 359.403 332.262 411.22 425.684 453.143 440.494 504.39 442.612 441.35 393.095 471.687 413.14 457.893
370.974 438.864 460.52 474.459 418.198 427.461 375.794 398.681 354.536 345.637 328.618 376.462 365.55 373.965 355.075 369.167 362.814 341.741 369.375 378.621 411.503 389.085 342.392 318.747 331.244 420.939 444.094 393.533 360.614 401.505 436.726 421.749 389.495 368.817 403.9 398.017 415.189 402.458 389.27 378.672 378.373 433.95 470.324 530.144 475.22 420.134 386.96 384.052 428.481 394.872 389.336 366.948 364.197 361.79 365.646 390.755 381.969 360.287 361.571 361.436 379.194 392.848 387.351 350.419 361.184 419.035 479.795 477.357 418.315 386.763 356.504 346.344 344.435 365.74 456.017 480.518 489.051 455.261 467.693 394.168 334.682 318.81 408.651 432.176 501.481
